17	5.1167e-02	3.0308e-02	2.5968e-02	2.3036e-02	2.8122e-01	8.1374e-02	7.8e-05
33	3.2339e-02	1.9860e-02	1.6553e-02	1.5280e-02	1.9517e-01	5.1146e-02	0.00015
65	1.7189e-02	1.0643e-02	8.8584e-03	8.2646e-03	1.3233e-01	2.7141e-02	0.000577
129	8.4780e-03	5.2407e-03	4.3866e-03	4.0909e-03	6.9719e-02	1.3434e-02	0.002382
257	4.2907e-03	2.6569e-03	2.2245e-03	2.0793e-03	4.9742e-02	6.9195e-03	0.010338
513	2.1845e-03	1.3537e-03	1.1337e-03	1.0608e-03	6.5529e-02	3.5992e-03	0.047345
1025	1.0984e-03	6.7913e-04	5.7034e-04	5.3256e-04	7.5725e-02	1.8731e-03	0.210905
2049	5.4957e-04	3.3908e-04	2.8544e-04	2.6599e-04	8.3610e-02	9.8658e-04	0.962526
4097	2.7523e-04	1.6968e-04	1.4297e-04	1.3313e-04	8.6223e-02	5.2809e-04	4.88128
