17	2.2978e-02	1.2700e-02	2.0982e-02	1.7500e-02	7.2e-05
33	1.2142e-02	6.8216e-03	1.1165e-02	9.5156e-03	0.000133
65	5.7916e-03	3.2764e-03	5.3494e-03	4.6028e-03	0.000513
129	2.8893e-03	1.6623e-03	2.6743e-03	2.3433e-03	0.002156
257	1.4623e-03	8.5301e-04	1.3549e-03	1.2045e-03	0.009447
513	7.3097e-04	4.2807e-04	6.7771e-04	6.0500e-04	0.042595
1025	3.6479e-04	2.1342e-04	3.3831e-04	3.0177e-04	0.19431
2049	1.8271e-04	1.0681e-04	1.6948e-04	1.5106e-04	0.918687
4097	9.1534e-05	5.3496e-05	8.4909e-05	7.5665e-05	4.86375
