17	9.3117e-02	4.5020e-02	5.4892e-02	4.9302e-02	1.0983e-01	4.1937e-02	7.9e-05
33	5.1148e-02	2.4581e-02	3.0916e-02	2.8279e-02	1.0899e-01	2.7262e-02	0.000159
65	2.9550e-02	1.4743e-02	1.8098e-02	1.7398e-02	9.4618e-02	1.9386e-02	0.000614
129	1.5313e-02	7.6531e-03	9.4610e-03	9.1724e-03	6.2913e-02	1.0576e-02	0.002571
257	7.5407e-03	3.7480e-03	4.6814e-03	4.5293e-03	3.4013e-02	5.2197e-03	0.011162
513	3.7729e-03	1.8870e-03	2.3477e-03	2.2896e-03	1.8208e-02	2.6868e-03	0.052065
1025	1.8941e-03	9.5562e-04	1.1800e-03	1.1619e-03	9.6041e-03	1.3899e-03	0.238989
2049	9.4312e-04	4.7846e-04	5.8791e-04	5.8234e-04	4.8852e-03	7.0430e-04	1.17923
4097	4.6894e-04	2.3879e-04	2.9241e-04	2.9079e-04	2.4463e-03	3.5437e-04	6.33794
