17	7.6950e-02	4.4065e-02	5.1604e-02	4.8577e-02	7.6e-05
33	4.2994e-02	2.4164e-02	2.9504e-02	2.7963e-02	0.000147
65	2.5367e-02	1.4558e-02	1.7621e-02	1.7276e-02	0.000575
129	1.3207e-02	7.5643e-03	9.2522e-03	9.1149e-03	0.002363
257	6.4895e-03	3.7031e-03	4.5678e-03	4.4988e-03	0.010338
513	3.2468e-03	1.8644e-03	2.2906e-03	2.2741e-03	0.047506
1025	1.6306e-03	9.4424e-04	1.1517e-03	1.1541e-03	0.213508
2049	8.1132e-04	4.7272e-04	5.7336e-04	5.7836e-04	1.02598
4097	4.0298e-04	2.3589e-04	2.8487e-04	2.8876e-04	5.60733
