17	2.2886e-02	1.2689e-02	2.0904e-02	1.7493e-02	1.9016e-01	5.3865e-02	4e-05
33	1.2138e-02	6.8417e-03	1.1162e-02	9.5447e-03	1.2870e-01	2.9569e-02	0.000138
65	5.7916e-03	3.2886e-03	5.3494e-03	4.6200e-03	7.0588e-02	1.4842e-02	0.000572
129	2.8893e-03	1.6664e-03	2.6743e-03	2.3490e-03	3.7507e-02	7.9064e-03	0.002358
257	1.4623e-03	8.5426e-04	1.3549e-03	1.2063e-03	5.3912e-02	4.2497e-03	0.010428
513	7.3097e-04	4.2847e-04	6.7771e-04	6.0556e-04	6.4041e-02	2.2868e-03	0.047015
1025	3.6479e-04	2.1355e-04	3.3831e-04	3.0195e-04	7.1325e-02	1.2502e-03	0.220001
2049	1.8271e-04	1.0686e-04	1.6948e-04	1.5112e-04	7.3934e-02	6.9519e-04	1.01467
4097	9.1534e-05	5.3511e-05	8.4909e-05	7.5687e-05	7.3584e-02	3.9313e-04	5.62881
