17	 8.4159e-05	 4.3291e-05	 4.3722e-05	3.3532e-05	2.7968e-03	5.1556e-04	0.000502	3.225	2.253
33	 1.8423e-05	 7.5491e-06	 9.5713e-06	5.8853e-06	9.8276e-04	1.2043e-04	0.001799	3.399	2.413
65	 1.6640e-06	 8.2053e-07	 8.6451e-07	6.4178e-07	1.5911e-04	1.3459e-05	0.00684	3.477	2.488
129	 1.7853e-07	 8.5438e-08	 9.2752e-08	6.6935e-08	1.8284e-05	1.2200e-06	0.025388	3.510	2.521
257	 2.2533e-08	 1.0718e-08	 1.1706e-08	8.4037e-09	2.5520e-06	1.4974e-07	0.09657	3.531	2.542
513	 2.9454e-09	 1.4003e-09	 1.5302e-09	1.0984e-09	3.8277e-07	1.9638e-08	0.381391	3.542	2.552
1025	 3.6932e-10	 1.7551e-10	 1.9187e-10	1.3770e-10	5.3934e-08	2.4817e-09	1.54056	3.547	2.557
2049	 4.5812e-11	 2.1762e-11	 2.3800e-11	1.7075e-11	7.6834e-07	2.0218e-09	6.23569	3.549	2.559
4097	 2.7498e-11	 2.7475e-12	 1.4286e-11	2.1559e-12	9.1306e-07	2.8561e-09	25.3662	3.551	2.561
